72eb1395-9d93-11e5-80cb-0050569c0a68#ac7a3743-da99-11e7-a642-005056012ed7;3;15;105;55;76;
72eb1395-9d93-11e5-80cb-0050569c0a68#ac7a3743-da99-11e7-a642-005056012ed7;4;20;105;55;76;
98566aab-2116-11e7-83df-005056954238#98566aba-2116-11e7-83df-005056954238;1;5,7;52;50;52;
98566aab-2116-11e7-83df-005056954238#98566aba-2116-11e7-83df-005056954238;2;11,4;52;50;52;
98566aab-2116-11e7-83df-005056954238#98566aba-2116-11e7-83df-005056954238;3;17,1;55;61;60;
98566aab-2116-11e7-83df-005056954238#98566aba-2116-11e7-83df-005056954238;4;22,8;55;61;60;
98566aab-2116-11e7-83df-005056954238#319b53fa-5677-11e7-a8c1-005056954238;1;5,7;52;50;52;
98566aab-2116-11e7-83df-005056954238#319b53fa-5677-11e7-a8c1-005056954238;2;11,4;52;50;52;
98566aab-2116-11e7-83df-005056954238#319b53fa-5677-11e7-a8c1-005056954238;3;17,1;55;61;60;
98566aab-2116-11e7-83df-005056954238#319b53fa-5677-11e7-a8c1-005056954238;4;22,8;55;61;60;
98566aab-2116-11e7-83df-005056954238#319b53f9-5677-11e7-a8c1-005056954238;1;5,7;52;50;52;
98566aab-2116-11e7-83df-005056954238#319b53f9-5677-11e7-a8c1-005056954238;2;11,4;52;50;52;
98566aab-2116-11e7-83df-005056954238#319b53f9-5677-11e7-a8c1-005056954238;3;17,1;55;61;60;
98566aab-2116-11e7-83df-005056954238#319b53f9-5677-11e7-a8c1-005056954238;4;22,8;55;61;60;
98566aab-2116-11e7-83df-005056954238#319b53f8-5677-11e7-a8c1-005056954238;1;5,7;52;50;52;
98566aab-2116-11e7-83df-005056954238#319b53f8-5677-11e7-a8c1-005056954238;2;11,4;52;50;52;
98566aab-2116-11e7-83df-005056954238#319b53f8-5677-11e7-a8c1-005056954238;3;17,1;55;61;60;
98566aab-2116-11e7-83df-005056954238#319b53f8-5677-11e7-a8c1-005056954238;4;22,8;55;61;60;
98566aab-2116-11e7-83df-005056954238#319b53fb-5677-11e7-a8c1-005056954238;1;5,7;52;50;52;
98566aab-2116-11e7-83df-005056954238#319b53fb-5677-11e7-a8c1-005056954238;2;11,4;52;50;52;
98566aab-2116-11e7-83df-005056954238#319b53fb-5677-11e7-a8c1-005056954238;3;17,1;55;61;60;
98566aab-2116-11e7-83df-005056954238#319b53fb-5677-11e7-a8c1-005056954238;4;22,8;55;61;60;
98566aab-2116-11e7-83df-005056954238#98566ac5-2116-11e7-83df-005056954238;1;5,7;52;50;52;
98566aab-2116-11e7-83df-005056954238#98566ac5-2116-11e7-83df-005056954238;2;11,4;52;50;52;
98566aab-2116-11e7-83df-005056954238#98566ac5-2116-11e7-83df-005056954238;3;17,1;55;61;60;
98566aab-2116-11e7-83df-005056954238#98566ac5-2116-11e7-83df-005056954238;4;22,8;55;61;60;
98566aad-2116-11e7-83df-005056954238#2e696660-2144-11e7-83df-005056954238;1;5;52;50;52;
98566aad-2116-11e7-83df-005056954238#2e696660-2144-11e7-83df-005056954238;2;10;48;61;51;
98566aad-2116-11e7-83df-005056954238#5aa7d68d-5662-11e7-a8c1-005056954238;1;5;52;50;52;
98566aad-2116-11e7-83df-005056954238#5aa7d68d-5662-11e7-a8c1-005056954238;2;10;48;61;51;
98566aad-2116-11e7-83df-005056954238#f47645a6-44fa-11e7-9ee2-005056954238;1;5;52;50;52;
98566aad-2116-11e7-83df-005056954238#f47645a6-44fa-11e7-9ee2-005056954238;2;10;48;61;51;
98566aae-2116-11e7-83df-005056954238#2e696639-2144-11e7-83df-005056954238;1;5,5;52;50;52;
98566aae-2116-11e7-83df-005056954238#2e696639-2144-11e7-83df-005056954238;2;11;52;50;52;
98566aae-2116-11e7-83df-005056954238#2e696639-2144-11e7-83df-005056954238;3;16;51;71;71;
98566aae-2116-11e7-83df-005056954238#2e696639-2144-11e7-83df-005056954238;4;20;51;71;71;
98566aae-2116-11e7-83df-005056954238#b216cd2c-5760-11e8-a2e1-005056012b85;1;5,5;52;50;52;
98566aae-2116-11e7-83df-005056954238#b216cd2c-5760-11e8-a2e1-005056012b85;2;11;52;50;52;
98566aae-2116-11e7-83df-005056954238#b216cd2c-5760-11e8-a2e1-005056012b85;3;16;51;71;71;
98566aae-2116-11e7-83df-005056954238#b216cd2c-5760-11e8-a2e1-005056012b85;4;20;51;71;71;
98566aae-2116-11e7-83df-005056954238#2e69663a-2144-11e7-83df-005056954238;1;5,5;52;50;52;
98566aae-2116-11e7-83df-005056954238#2e69663a-2144-11e7-83df-005056954238;2;11;52;50;52;
98566aae-2116-11e7-83df-005056954238#2e69663a-2144-11e7-83df-005056954238;3;16;51;71;71;
98566aae-2116-11e7-83df-005056954238#2e69663a-2144-11e7-83df-005056954238;4;20;51;71;71;
2e696664-2144-11e7-83df-005056954238#2e696667-2144-11e7-83df-005056954238;1;4;52;50;52;
2e696664-2144-11e7-83df-005056954238#2e696667-2144-11e7-83df-005056954238;2;8;61;68;50;
2e696664-2144-11e7-83df-005056954238#2e696667-2144-11e7-83df-005056954238;3;12;61;68;50;
2e696664-2144-11e7-83df-005056954238#2e696667-2144-11e7-83df-005056954238;4;16;61;68;50;
2e696664-2144-11e7-83df-005056954238#2e696666-2144-11e7-83df-005056954238;1;4;52;50;52;
2e696664-2144-11e7-83df-005056954238#2e696666-2144-11e7-83df-005056954238;2;8;61;68;50;
2e696664-2144-11e7-83df-005056954238#2e696666-2144-11e7-83df-005056954238;3;12;61;68;50;
2e696664-2144-11e7-83df-005056954238#2e696666-2144-11e7-83df-005056954238;4;16;61;68;50;
2e696669-2144-11e7-83df-005056954238#2e69666c-2144-11e7-83df-005056954238;1;8;50;52;49;
2e696669-2144-11e7-83df-005056954238#2e69666b-2144-11e7-83df-005056954238;1;8;50;52;49;
2e69666e-2144-11e7-83df-005056954238#2e696670-2144-11e7-83df-005056954238;1;7;50;65;65;
2e69666e-2144-11e7-83df-005056954238#2e696670-2144-11e7-83df-005056954238;2;14;52;66;63;
2e69666e-2144-11e7-83df-005056954238#5aa50f14-4520-11e7-9ee2-005056954238;1;7;50;65;65;
2e69666e-2144-11e7-83df-005056954238#5aa50f14-4520-11e7-9ee2-005056954238;2;14;52;66;63;
2e69666e-2144-11e7-83df-005056954238#2e696673-2144-11e7-83df-005056954238;1;7;50;65;65;
2e69666e-2144-11e7-83df-005056954238#2e696673-2144-11e7-83df-005056954238;2;14;52;66;63;
2e69666e-2144-11e7-83df-005056954238#2e696675-2144-11e7-83df-005056954238;1;7;50;65;65;
2e69666e-2144-11e7-83df-005056954238#2e696675-2144-11e7-83df-005056954238;2;14;52;66;63;
2e69666e-2144-11e7-83df-005056954238#2e696672-2144-11e7-83df-005056954238;1;7;50;65;65;
2e69666e-2144-11e7-83df-005056954238#2e696672-2144-11e7-83df-005056954238;2;14;52;66;63;
2e69666e-2144-11e7-83df-005056954238#2e696674-2144-11e7-83df-005056954238;1;7;50;65;65;
2e69666e-2144-11e7-83df-005056954238#2e696674-2144-11e7-83df-005056954238;2;14;52;66;63;
2e69666e-2144-11e7-83df-005056954238#2e696671-2144-11e7-83df-005056954238;1;7;50;65;65;
2e69666e-2144-11e7-83df-005056954238#2e696671-2144-11e7-83df-005056954238;2;14;52;66;63;
2e696677-2144-11e7-83df-005056954238#a2c19d6e-2158-11e7-83df-005056954238;1;5;48;55;54;
2e696677-2144-11e7-83df-005056954238#a2c19d6e-2158-11e7-83df-005056954238;2;10;48;55;54;
2e696677-2144-11e7-83df-005056954238#8654d5e5-64a5-11e8-a2e3-005056012b85;1;5;48;55;54;
2e696677-2144-11e7-83df-005056954238#8654d5e5-64a5-11e8-a2e3-005056012b85;2;10;48;55;54;
2e696677-2144-11e7-83df-005056954238#af552c27-64a5-11e8-a2e3-005056012b85;1;5;48;55;54;
2e696677-2144-11e7-83df-005056954238#af552c27-64a5-11e8-a2e3-005056012b85;2;10;48;55;54;
2e696677-2144-11e7-83df-005056954238#d7412261-64a5-11e8-a2e3-005056012b85;1;5;48;55;54;
2e696677-2144-11e7-83df-005056954238#d7412261-64a5-11e8-a2e3-005056012b85;2;10;48;55;54;
2e696677-2144-11e7-83df-005056954238#fb62b987-64a5-11e8-a2e3-005056012b85;1;5;48;55;54;
2e696677-2144-11e7-83df-005056954238#fb62b987-64a5-11e8-a2e3-005056012b85;2;10;48;55;54;
2e696677-2144-11e7-83df-005056954238#a2c19d6f-2158-11e7-83df-005056954238;1;5;48;55;54;
2e696677-2144-11e7-83df-005056954238#a2c19d6f-2158-11e7-83df-005056954238;2;10;48;55;54;
c13917c4-3102-11e8-8640-00505601263e#be1c28c0-3103-11e8-8640-00505601263e;1;5,7;86;56;56;
c13917c4-3102-11e8-8640-00505601263e#be1c28c0-3103-11e8-8640-00505601263e;2;11,4;86;56;56;
dcf56b8c-310b-11e8-8640-00505601263e#dcf56b8e-310b-11e8-8640-00505601263e;1;56,5;25,3;143;131;
dcf56b8c-310b-11e8-8640-00505601263e#dcf56b8f-310b-11e8-8640-00505601263e;1;56,5;25,3;143;131;
dcf56b8c-310b-11e8-8640-00505601263e#dcf56b90-310b-11e8-8640-00505601263e;1;56,5;25,3;143;131;
b65fae24-d692-11e7-882f-005056012201#95bfe2bf-d904-11e7-a642-005056012ed7;1;3,9;50;52;52;
b65fae24-d692-11e7-882f-005056012201#95bfe2bf-d904-11e7-a642-005056012ed7;2;7,8;50;52;52;
b65fae24-d692-11e7-882f-005056012201#95bfe2bf-d904-11e7-a642-005056012ed7;3;11,7;52;59;59;
b65fae24-d692-11e7-882f-005056012201#95bfe2bf-d904-11e7-a642-005056012ed7;4;15,6;52;59;59;
b65fae24-d692-11e7-882f-005056012201#eb671cef-d692-11e7-882f-005056012201;1;3,9;50;52;52;
b65fae24-d692-11e7-882f-005056012201#eb671cef-d692-11e7-882f-005056012201;2;7,8;50;52;52;
b65fae24-d692-11e7-882f-005056012201#eb671cef-d692-11e7-882f-005056012201;3;11,7;52;59;59;
b65fae24-d692-11e7-882f-005056012201#eb671cef-d692-11e7-882f-005056012201;4;15,6;52;59;59;
b65fae24-d692-11e7-882f-005056012201#049b9fb7-d902-11e7-a642-005056012ed7;1;3,9;50;52;52;
b65fae24-d692-11e7-882f-005056012201#049b9fb7-d902-11e7-a642-005056012ed7;2;7,8;50;52;52;
b65fae24-d692-11e7-882f-005056012201#049b9fb7-d902-11e7-a642-005056012ed7;3;11,7;52;59;59;
b65fae24-d692-11e7-882f-005056012201#049b9fb7-d902-11e7-a642-005056012ed7;4;15,6;52;59;59;
b65fae24-d692-11e7-882f-005056012201#cb125a8f-d902-11e7-a642-005056012ed7;1;3,9;50;52;52;
b65fae24-d692-11e7-882f-005056012201#cb125a8f-d902-11e7-a642-005056012ed7;2;7,8;50;52;52;
b65fae24-d692-11e7-882f-005056012201#cb125a8f-d902-11e7-a642-005056012ed7;3;11,7;52;59;59;
b65fae24-d692-11e7-882f-005056012201#cb125a8f-d902-11e7-a642-005056012ed7;4;15,6;52;59;59;
b65fae24-d692-11e7-882f-005056012201#5b53fce2-d904-11e7-a642-005056012ed7;1;3,9;50;52;52;
b65fae24-d692-11e7-882f-005056012201#5b53fce2-d904-11e7-a642-005056012ed7;2;7,8;50;52;52;
b65fae24-d692-11e7-882f-005056012201#5b53fce2-d904-11e7-a642-005056012ed7;3;11,7;52;59;59;
b65fae24-d692-11e7-882f-005056012201#5b53fce2-d904-11e7-a642-005056012ed7;4;15,6;52;59;59;
b65fae24-d692-11e7-882f-005056012201#b2e9a590-d901-11e7-a642-005056012ed7;1;3,9;50;52;52;
b65fae24-d692-11e7-882f-005056012201#b2e9a590-d901-11e7-a642-005056012ed7;2;7,8;50;52;52;
b65fae24-d692-11e7-882f-005056012201#b2e9a590-d901-11e7-a642-005056012ed7;3;11,7;52;59;59;
b65fae24-d692-11e7-882f-005056012201#b2e9a590-d901-11e7-a642-005056012ed7;4;15,6;52;59;59;
b65fae24-d692-11e7-882f-005056012201#919d85da-d901-11e7-a642-005056012ed7;1;3,9;50;52;52;
b65fae24-d692-11e7-882f-005056012201#919d85da-d901-11e7-a642-005056012ed7;2;7,8;50;52;52;
b65fae24-d692-11e7-882f-005056012201#919d85da-d901-11e7-a642-005056012ed7;3;11,7;52;59;59;
b65fae24-d692-11e7-882f-005056012201#919d85da-d901-11e7-a642-005056012ed7;4;15,6;52;59;59;
b65fae24-d692-11e7-882f-005056012201#cedc268e-d904-11e7-a642-005056012ed7;1;3,9;50;52;52;
b65fae24-d692-11e7-882f-005056012201#cedc268e-d904-11e7-a642-005056012ed7;2;7,8;50;52;52;
b65fae24-d692-11e7-882f-005056012201#cedc268e-d904-11e7-a642-005056012ed7;3;11,7;52;59;59;
b65fae24-d692-11e7-882f-005056012201#cedc268e-d904-11e7-a642-005056012ed7;4;15,6;52;59;59;
b65fae24-d692-11e7-882f-005056012201#843e0d19-d900-11e7-a642-005056012ed7;1;3,9;50;52;52;
b65fae24-d692-11e7-882f-005056012201#843e0d19-d900-11e7-a642-005056012ed7;2;7,8;50;52;52;
b65fae24-d692-11e7-882f-005056012201#843e0d19-d900-11e7-a642-005056012ed7;3;11,7;52;59;59;
b65fae24-d692-11e7-882f-005056012201#843e0d19-d900-11e7-a642-005056012ed7;4;15,6;52;59;59;
b65fae24-d692-11e7-882f-005056012201#ad11ddeb-d904-11e7-a642-005056012ed7;1;3,9;50;52;52;
b65fae24-d692-11e7-882f-005056012201#ad11ddeb-d904-11e7-a642-005056012ed7;2;7,8;50;52;52;
b65fae24-d692-11e7-882f-005056012201#ad11ddeb-d904-11e7-a642-005056012ed7;3;11,7;52;59;59;
b65fae24-d692-11e7-882f-005056012201#ad11ddeb-d904-11e7-a642-005056012ed7;4;15,6;52;59;59;
b65fae24-d692-11e7-882f-005056012201#ad395960-d902-11e7-a642-005056012ed7;1;3,9;50;52;52;
b65fae24-d692-11e7-882f-005056012201#ad395960-d902-11e7-a642-005056012ed7;2;7,8;50;52;52;
b65fae24-d692-11e7-882f-005056012201#ad395960-d902-11e7-a642-005056012ed7;3;11,7;52;59;59;
b65fae24-d692-11e7-882f-005056012201#ad395960-d902-11e7-a642-005056012ed7;4;15,6;52;59;59;
b65fae24-d692-11e7-882f-005056012201#e29fd825-d902-11e7-a642-005056012ed7;1;3,9;50;52;52;
b65fae24-d692-11e7-882f-005056012201#e29fd825-d902-11e7-a642-005056012ed7;2;7,8;50;52;52;
b65fae24-d692-11e7-882f-005056012201#e29fd825-d902-11e7-a642-005056012ed7;3;11,7;52;59;59;
b65fae24-d692-11e7-882f-005056012201#e29fd825-d902-11e7-a642-005056012ed7;4;15,6;52;59;59;
b65fae24-d692-11e7-882f-005056012201#817aaae6-d904-11e7-a642-005056012ed7;1;3,9;50;52;52;
b65fae24-d692-11e7-882f-005056012201#817aaae6-d904-11e7-a642-005056012ed7;2;7,8;50;52;52;
b65fae24-d692-11e7-882f-005056012201#817aaae6-d904-11e7-a642-005056012ed7;3;11,7;52;59;59;
b65fae24-d692-11e7-882f-005056012201#817aaae6-d904-11e7-a642-005056012ed7;4;15,6;52;59;59;
b65fae24-d692-11e7-882f-005056012201#674deb33-d693-11e7-882f-005056012201;1;3,9;50;52;52;
b65fae24-d692-11e7-882f-005056012201#674deb33-d693-11e7-882f-005056012201;2;7,8;50;52;52;
b65fae24-d692-11e7-882f-005056012201#674deb33-d693-11e7-882f-005056012201;3;11,7;52;59;59;
b65fae24-d692-11e7-882f-005056012201#674deb33-d693-11e7-882f-005056012201;4;15,6;52;59;59;
b65fae24-d692-11e7-882f-005056012201#0e3bcdea-d903-11e7-a642-005056012ed7;1;3,9;50;52;52;
b65fae24-d692-11e7-882f-005056012201#0e3bcdea-d903-11e7-a642-005056012ed7;2;7,8;50;52;52;
b65fae24-d692-11e7-882f-005056012201#0e3bcdea-d903-11e7-a642-005056012ed7;3;11,7;52;59;59;
b65fae24-d692-11e7-882f-005056012201#0e3bcdea-d903-11e7-a642-005056012ed7;4;15,6;52;59;59;
426878d1-53d0-11e6-8885-005056954238#426878d2-53d0-11e6-8885-005056954238;3;12,2;93;55;74;
426878d1-53d0-11e6-8885-005056954238#426878d2-53d0-11e6-8885-005056954238;1;5;90;55;60;
426878d1-53d0-11e6-8885-005056954238#426878d2-53d0-11e6-8885-005056954238;2;10;90;55;60;
426878d1-53d0-11e6-8885-005056954238#426878d2-53d0-11e6-8885-005056954238;4;15,8;93;55;74;
426878d1-53d0-11e6-8885-005056954238#426878dd-53d0-11e6-8885-005056954238;3;12,2;93;55;74;
426878d1-53d0-11e6-8885-005056954238#426878dd-53d0-11e6-8885-005056954238;1;5;90;55;60;
426878d1-53d0-11e6-8885-005056954238#426878dd-53d0-11e6-8885-005056954238;2;10;90;55;60;
426878d1-53d0-11e6-8885-005056954238#426878dd-53d0-11e6-8885-005056954238;4;15,8;93;55;74;
426878d1-53d0-11e6-8885-005056954238#426878df-53d0-11e6-8885-005056954238;3;12,2;93;55;74;
426878d1-53d0-11e6-8885-005056954238#426878df-53d0-11e6-8885-005056954238;1;5;90;55;60;
426878d1-53d0-11e6-8885-005056954238#426878df-53d0-11e6-8885-005056954238;2;10;90;55;60;
426878d1-53d0-11e6-8885-005056954238#426878df-53d0-11e6-8885-005056954238;4;15,8;93;55;74;
426878d1-53d0-11e6-8885-005056954238#426878db-53d0-11e6-8885-005056954238;3;12,2;93;55;74;
426878d1-53d0-11e6-8885-005056954238#426878db-53d0-11e6-8885-005056954238;1;5;90;55;60;
